lead_id,lead_stage,event_id,event_type,event_timestamp,event_outcome,days_since_last_contact,days_since_creation,total_emails_sent,total_calls_made,total_meetings,last_email_sentiment,response_rate,next_action_taken
L2496,New,E2496,Meeting,2023-04-15 00:00:00,No-show,5,45,3,7,5,Neutral,0.64,Close
L2497,Proposal,E2497,Email,2023-04-15 01:00:00,Opened,10,95,1,1,1,Neutral,1.0,Call
L2498,Proposal,E2498,Call,2023-04-15 02:00:00,No-show,10,40,25,7,0,Neutral,0.46,Wait
L2499,Qualified,E2499,Email,2023-04-15 03:00:00,No-show,4,113,12,7,8,Negative,0.42,Email
L2500,Proposal,E2500,Call,2023-04-15 04:00:00,Replied,10,54,29,3,4,Positive,0.36,Email
L2501,Qualified,E2501,Email,2023-04-15 05:00:00,Opened,3,119,15,18,9,Positive,0.36,Email
L2502,Qualified,E2502,Demo,2023-04-15 06:00:00,No-show,3,14,21,17,9,Neutral,0.28,Call
L2503,Proposal,E2503,Meeting,2023-04-15 07:00:00,No-show,4,59,1,0,3,Negative,0.98,Wait
L2504,Qualified,E2504,Email,2023-04-15 08:00:00,Opened,1,117,18,19,7,Positive,0.87,Email
L2505,Proposal,E2505,Demo,2023-04-15 09:00:00,Replied,8,94,16,14,4,Negative,0.32,Call
L2506,Qualified,E2506,Email,2023-04-15 10:00:00,Opened,1,53,4,17,6,Positive,0.31,Wait
L2507,Proposal,E2507,Email,2023-04-15 11:00:00,Replied,9,103,24,11,2,Neutral,0.1,Email
L2508,Proposal,E2508,Demo,2023-04-15 12:00:00,Opened,1,27,17,0,7,Neutral,0.88,Email
L2509,Qualified,E2509,Email,2023-04-15 13:00:00,Opened,9,47,27,6,7,Neutral,0.37,Call
L2510,New,E2510,Email,2023-04-15 14:00:00,Opened,13,80,22,18,2,Positive,0.57,Wait
L2511,Qualified,E2511,Meeting,2023-04-15 15:00:00,Opened,8,115,20,0,8,Negative,0.9,Call
L2512,Proposal,E2512,Demo,2023-04-15 16:00:00,Replied,13,6,17,6,7,Neutral,0.41,Email
L2513,New,E2513,Demo,2023-04-15 17:00:00,Replied,2,55,7,1,0,Negative,0.81,Call
L2514,Qualified,E2514,Call,2023-04-15 18:00:00,No-show,14,97,26,6,7,Negative,0.43,Call
L2515,Qualified,E2515,Email,2023-04-15 19:00:00,Opened,9,44,14,18,3,Neutral,0.7,Email
L2516,Qualified,E2516,Meeting,2023-04-15 20:00:00,Replied,6,18,12,12,5,Positive,0.43,Email
L2517,New,E2517,Email,2023-04-15 21:00:00,Replied,3,16,12,4,9,Neutral,0.39,Wait
L2518,Proposal,E2518,Email,2023-04-15 22:00:00,Replied,12,12,15,18,8,Neutral,0.99,Wait
L2519,Qualified,E2519,Call,2023-04-15 23:00:00,Opened,12,20,21,0,4,Positive,0.61,Email
L2520,Qualified,E2520,Email,2023-04-16 00:00:00,No-show,5,45,19,0,6,Negative,0.37,Email
L2521,Qualified,E2521,Meeting,2023-04-16 01:00:00,Replied,13,64,12,17,0,Positive,0.26,Close
L2522,Qualified,E2522,Meeting,2023-04-16 02:00:00,Opened,3,104,19,0,8,Positive,0.04,Close
L2523,Qualified,E2523,Call,2023-04-16 03:00:00,Replied,9,59,1,4,5,Neutral,0.71,Wait
L2524,Proposal,E2524,Email,2023-04-16 04:00:00,Replied,14,93,2,8,3,Positive,0.37,Call
L2525,Proposal,E2525,Meeting,2023-04-16 05:00:00,No-show,6,94,14,11,5,Positive,0.82,Email
L2526,Qualified,E2526,Email,2023-04-16 06:00:00,Replied,0,90,22,8,4,Positive,0.36,Email
L2527,New,E2527,Email,2023-04-16 07:00:00,Replied,2,22,18,17,2,Negative,0.37,Call
L2528,Proposal,E2528,Email,2023-04-16 08:00:00,Opened,12,97,12,10,6,Negative,0.78,Wait
L2529,New,E2529,Call,2023-04-16 09:00:00,Opened,2,117,4,0,2,Neutral,0.49,Close
L2530,Proposal,E2530,Email,2023-04-16 10:00:00,No-show,0,103,25,18,1,Neutral,0.88,Wait
L2531,Qualified,E2531,Meeting,2023-04-16 11:00:00,Opened,5,47,21,9,3,Negative,0.59,Call
L2532,Proposal,E2532,Email,2023-04-16 12:00:00,Opened,14,29,5,1,6,Positive,0.24,Email
L2533,Qualified,E2533,Meeting,2023-04-16 13:00:00,No-show,12,86,13,6,4,Neutral,0.57,Close
L2534,Proposal,E2534,Email,2023-04-16 14:00:00,Replied,10,45,3,19,8,Neutral,0.0,Call
L2535,Qualified,E2535,Meeting,2023-04-16 15:00:00,No-show,13,77,21,1,9,Positive,0.31,Email
L2536,Qualified,E2536,Meeting,2023-04-16 16:00:00,Opened,8,9,18,18,6,Positive,0.21,Wait
L2537,Qualified,E2537,Email,2023-04-16 17:00:00,No-show,7,24,22,5,8,Positive,0.65,Close
L2538,Qualified,E2538,Email,2023-04-16 18:00:00,Replied,10,15,6,9,8,Positive,0.14,Email
L2539,New,E2539,Meeting,2023-04-16 19:00:00,No-show,6,36,3,8,1,Positive,0.29,Email
L2540,Qualified,E2540,Demo,2023-04-16 20:00:00,Opened,9,13,1,7,0,Negative,0.33,Email
L2541,New,E2541,Call,2023-04-16 21:00:00,Opened,7,91,26,10,3,Positive,0.0,Email
L2542,New,E2542,Demo,2023-04-16 22:00:00,No-show,5,44,6,8,3,Neutral,0.05,Email
L2543,Qualified,E2543,Demo,2023-04-16 23:00:00,Replied,8,101,2,19,1,Negative,0.31,Wait
L2544,New,E2544,Email,2023-04-17 00:00:00,No-show,2,71,14,19,2,Neutral,0.22,Call
L2545,Proposal,E2545,Call,2023-04-17 01:00:00,Replied,14,72,0,8,2,Positive,0.12,Close
L2546,Qualified,E2546,Demo,2023-04-17 02:00:00,Replied,9,101,1,7,4,Neutral,0.15,Wait
L2547,New,E2547,Email,2023-04-17 03:00:00,No-show,9,105,9,14,0,Positive,0.84,Close
L2548,Qualified,E2548,Demo,2023-04-17 04:00:00,Replied,8,78,15,1,8,Neutral,0.68,Email
L2549,Qualified,E2549,Demo,2023-04-17 05:00:00,Opened,3,76,24,0,7,Neutral,0.48,Call
L2550,Qualified,E2550,Email,2023-04-17 06:00:00,No-show,6,36,27,8,7,Positive,0.91,Email
L2551,New,E2551,Email,2023-04-17 07:00:00,Replied,14,116,14,8,2,Neutral,0.03,Wait
L2552,Proposal,E2552,Email,2023-04-17 08:00:00,Opened,12,61,23,12,1,Negative,0.34,Wait
L2553,Proposal,E2553,Call,2023-04-17 09:00:00,No-show,8,104,14,7,0,Neutral,0.82,Close
L2554,New,E2554,Demo,2023-04-17 10:00:00,Opened,1,81,13,4,5,Negative,0.63,Email
L2555,Qualified,E2555,Email,2023-04-17 11:00:00,Opened,1,40,21,2,9,Negative,0.98,Email
L2556,New,E2556,Meeting,2023-04-17 12:00:00,Opened,8,117,13,3,0,Neutral,0.94,Call
L2557,New,E2557,Demo,2023-04-17 13:00:00,Replied,11,93,5,16,4,Negative,0.17,Call
L2558,New,E2558,Meeting,2023-04-17 14:00:00,No-show,12,27,13,15,8,Negative,0.97,Email
L2559,Qualified,E2559,Call,2023-04-17 15:00:00,No-show,2,1,16,15,8,Neutral,0.95,Close
L2560,New,E2560,Email,2023-04-17 16:00:00,Replied,8,116,17,19,3,Positive,0.37,Call
L2561,Qualified,E2561,Meeting,2023-04-17 17:00:00,No-show,12,34,19,2,6,Positive,0.98,Email
L2562,New,E2562,Call,2023-04-17 18:00:00,Opened,14,68,18,5,6,Negative,0.04,Email
L2563,Proposal,E2563,Email,2023-04-17 19:00:00,No-show,4,88,29,0,3,Negative,0.66,Email
L2564,New,E2564,Meeting,2023-04-17 20:00:00,Replied,5,21,16,15,4,Positive,0.27,Wait
L2565,New,E2565,Meeting,2023-04-17 21:00:00,Opened,1,33,15,14,8,Negative,0.13,Close
L2566,Proposal,E2566,Call,2023-04-17 22:00:00,Replied,7,7,7,6,6,Positive,0.58,Email
L2567,Qualified,E2567,Email,2023-04-17 23:00:00,Opened,10,65,6,1,6,Neutral,0.31,Email
L2568,Qualified,E2568,Email,2023-04-18 00:00:00,Opened,8,105,19,9,9,Negative,0.67,Email
L2569,New,E2569,Meeting,2023-04-18 01:00:00,No-show,1,3,27,14,6,Neutral,0.54,Call
L2570,Proposal,E2570,Meeting,2023-04-18 02:00:00,Opened,5,108,11,5,8,Positive,0.39,Email
L2571,Qualified,E2571,Meeting,2023-04-18 03:00:00,Replied,5,51,8,1,4,Positive,0.18,Wait
L2572,New,E2572,Email,2023-04-18 04:00:00,No-show,7,79,26,16,5,Neutral,0.6,Wait
L2573,Proposal,E2573,Call,2023-04-18 05:00:00,Replied,9,95,13,0,2,Negative,0.83,Close
L2574,Qualified,E2574,Call,2023-04-18 06:00:00,Opened,11,54,19,0,0,Neutral,0.6,Email
L2575,Qualified,E2575,Email,2023-04-18 07:00:00,Replied,4,80,0,3,1,Neutral,0.61,Email
L2576,Proposal,E2576,Demo,2023-04-18 08:00:00,Replied,8,74,9,19,7,Negative,0.51,Email
L2577,Proposal,E2577,Call,2023-04-18 09:00:00,Opened,0,118,16,15,0,Positive,0.39,Wait
L2578,Proposal,E2578,Meeting,2023-04-18 10:00:00,No-show,8,93,16,7,9,Neutral,0.46,Call
L2579,Proposal,E2579,Demo,2023-04-18 11:00:00,Replied,9,59,16,0,6,Neutral,0.99,Call
L2580,New,E2580,Demo,2023-04-18 12:00:00,Opened,6,6,3,18,4,Positive,0.75,Email
L2581,Proposal,E2581,Call,2023-04-18 13:00:00,No-show,3,29,16,10,5,Neutral,0.43,Call
L2582,Qualified,E2582,Demo,2023-04-18 14:00:00,No-show,2,17,17,16,7,Positive,0.46,Close
L2583,Qualified,E2583,Demo,2023-04-18 15:00:00,No-show,13,117,19,9,3,Negative,0.5,Wait
L2584,New,E2584,Call,2023-04-18 16:00:00,Replied,9,60,22,11,5,Positive,0.66,Email
L2585,Qualified,E2585,Call,2023-04-18 17:00:00,Replied,14,22,1,8,2,Positive,0.47,Call
L2586,Qualified,E2586,Demo,2023-04-18 18:00:00,Replied,10,24,7,6,6,Neutral,0.69,Email
L2587,Proposal,E2587,Meeting,2023-04-18 19:00:00,No-show,13,81,12,11,1,Positive,0.33,Email
L2588,Qualified,E2588,Email,2023-04-18 20:00:00,Replied,5,85,22,14,7,Positive,0.41,Wait
L2589,New,E2589,Demo,2023-04-18 21:00:00,Opened,11,51,24,7,6,Neutral,0.86,Wait
L2590,Proposal,E2590,Demo,2023-04-18 22:00:00,Replied,12,50,29,16,7,Positive,0.33,Call
L2591,Proposal,E2591,Meeting,2023-04-18 23:00:00,Replied,0,11,21,4,1,Neutral,0.96,Wait
L2592,New,E2592,Demo,2023-04-19 00:00:00,No-show,2,56,19,13,2,Negative,0.17,Close
L2593,Proposal,E2593,Demo,2023-04-19 01:00:00,Replied,1,71,21,1,3,Positive,0.24,Email
L2594,Proposal,E2594,Email,2023-04-19 02:00:00,Opened,10,42,14,15,8,Negative,0.46,Wait
L2595,New,E2595,Email,2023-04-19 03:00:00,No-show,12,39,19,16,4,Positive,0.8,Call
L2596,Proposal,E2596,Email,2023-04-19 04:00:00,Opened,8,69,22,2,5,Positive,0.73,Call
L2597,New,E2597,Call,2023-04-19 05:00:00,No-show,2,108,8,0,0,Negative,0.17,Call
L2598,New,E2598,Call,2023-04-19 06:00:00,No-show,12,48,2,17,3,Negative,0.24,Close
L2599,Qualified,E2599,Email,2023-04-19 07:00:00,Replied,1,57,2,17,3,Neutral,0.58,Wait
L2600,Qualified,E2600,Email,2023-04-19 08:00:00,Opened,3,21,1,3,9,Neutral,0.3,Wait
L2601,Proposal,E2601,Call,2023-04-19 09:00:00,No-show,14,82,0,14,7,Negative,0.42,Close
L2602,Proposal,E2602,Meeting,2023-04-19 10:00:00,Replied,13,99,13,18,7,Positive,0.49,Wait
L2603,New,E2603,Demo,2023-04-19 11:00:00,No-show,1,20,16,18,9,Neutral,0.59,Wait
L2604,Proposal,E2604,Demo,2023-04-19 12:00:00,No-show,0,15,12,9,5,Positive,0.25,Wait
L2605,New,E2605,Email,2023-04-19 13:00:00,No-show,5,69,18,4,7,Neutral,0.16,Close
L2606,New,E2606,Meeting,2023-04-19 14:00:00,No-show,14,77,29,18,8,Neutral,0.4,Close
L2607,Proposal,E2607,Call,2023-04-19 15:00:00,No-show,9,51,22,10,4,Neutral,0.08,Call
L2608,New,E2608,Email,2023-04-19 16:00:00,No-show,7,76,14,6,0,Negative,0.53,Close
L2609,Qualified,E2609,Meeting,2023-04-19 17:00:00,Replied,9,62,26,4,0,Positive,0.84,Close
L2610,Proposal,E2610,Meeting,2023-04-19 18:00:00,No-show,9,119,24,19,1,Negative,0.12,Call
L2611,Qualified,E2611,Meeting,2023-04-19 19:00:00,Opened,1,85,13,11,1,Neutral,0.11,Close
L2612,Proposal,E2612,Call,2023-04-19 20:00:00,Replied,13,37,1,18,4,Negative,0.08,Wait
L2613,New,E2613,Call,2023-04-19 21:00:00,Opened,8,6,6,14,6,Negative,0.85,Email
L2614,Proposal,E2614,Demo,2023-04-19 22:00:00,No-show,14,71,16,11,6,Negative,0.08,Call
L2615,Qualified,E2615,Demo,2023-04-19 23:00:00,Opened,12,26,17,3,3,Positive,0.98,Email
L2616,New,E2616,Meeting,2023-04-20 00:00:00,No-show,2,106,5,11,3,Negative,0.36,Email
L2617,Proposal,E2617,Meeting,2023-04-20 01:00:00,No-show,7,112,26,17,9,Negative,0.33,Call
L2618,Proposal,E2618,Call,2023-04-20 02:00:00,Replied,11,8,20,16,2,Negative,0.09,Email
L2619,Proposal,E2619,Demo,2023-04-20 03:00:00,Replied,7,73,7,18,1,Negative,0.59,Email
L2620,Qualified,E2620,Meeting,2023-04-20 04:00:00,No-show,14,91,27,15,2,Negative,0.59,Call
L2621,Qualified,E2621,Demo,2023-04-20 05:00:00,Replied,2,4,26,10,7,Negative,0.49,Call
L2622,Proposal,E2622,Demo,2023-04-20 06:00:00,Opened,2,21,1,1,0,Negative,0.31,Wait
L2623,New,E2623,Meeting,2023-04-20 07:00:00,Replied,11,31,0,15,3,Neutral,0.37,Call
L2624,New,E2624,Call,2023-04-20 08:00:00,Replied,14,21,15,0,6,Negative,0.32,Close
L2625,Qualified,E2625,Meeting,2023-04-20 09:00:00,Opened,5,104,6,16,4,Negative,0.43,Email
L2626,New,E2626,Meeting,2023-04-20 10:00:00,Replied,0,25,21,17,1,Positive,0.34,Call
L2627,Qualified,E2627,Demo,2023-04-20 11:00:00,No-show,3,103,23,12,0,Neutral,0.68,Wait
L2628,Proposal,E2628,Meeting,2023-04-20 12:00:00,Opened,0,15,10,4,5,Negative,0.3,Call
L2629,Qualified,E2629,Call,2023-04-20 13:00:00,No-show,13,117,14,5,4,Positive,0.35,Email
L2630,Qualified,E2630,Meeting,2023-04-20 14:00:00,Opened,2,35,12,0,2,Negative,0.44,Call
L2631,Proposal,E2631,Call,2023-04-20 15:00:00,No-show,8,49,29,9,8,Negative,0.0,Email
L2632,New,E2632,Call,2023-04-20 16:00:00,No-show,13,43,23,4,2,Negative,0.49,Call
L2633,Qualified,E2633,Demo,2023-04-20 17:00:00,Replied,13,41,1,0,1,Negative,0.26,Wait
L2634,Qualified,E2634,Email,2023-04-20 18:00:00,No-show,4,37,13,10,4,Negative,0.06,Close
L2635,Proposal,E2635,Email,2023-04-20 19:00:00,Replied,11,57,23,6,8,Positive,0.91,Wait
L2636,New,E2636,Demo,2023-04-20 20:00:00,Opened,4,42,5,17,7,Negative,0.32,Call
L2637,Qualified,E2637,Meeting,2023-04-20 21:00:00,No-show,10,47,8,19,5,Positive,0.43,Email
L2638,Proposal,E2638,Demo,2023-04-20 22:00:00,No-show,3,92,27,9,2,Negative,0.83,Wait
L2639,Qualified,E2639,Call,2023-04-20 23:00:00,Opened,2,61,6,14,5,Positive,0.17,Close
L2640,Proposal,E2640,Email,2023-04-21 00:00:00,Opened,4,14,17,3,4,Neutral,0.85,Close
L2641,New,E2641,Demo,2023-04-21 01:00:00,No-show,14,68,23,15,0,Negative,0.24,Email
L2642,New,E2642,Meeting,2023-04-21 02:00:00,Opened,13,53,8,14,4,Neutral,0.59,Call
L2643,New,E2643,Demo,2023-04-21 03:00:00,Replied,10,84,22,14,6,Neutral,0.69,Wait
L2644,New,E2644,Email,2023-04-21 04:00:00,Opened,3,34,3,11,8,Neutral,0.91,Wait
L2645,Qualified,E2645,Demo,2023-04-21 05:00:00,Opened,7,76,8,7,0,Negative,0.61,Email
L2646,Qualified,E2646,Demo,2023-04-21 06:00:00,No-show,3,97,3,7,2,Neutral,0.45,Wait
L2647,New,E2647,Email,2023-04-21 07:00:00,Replied,10,24,11,17,7,Positive,0.57,Email
L2648,New,E2648,Call,2023-04-21 08:00:00,Opened,11,20,3,5,5,Negative,0.2,Email
L2649,New,E2649,Call,2023-04-21 09:00:00,Replied,7,69,24,4,4,Neutral,0.69,Call
L2650,Qualified,E2650,Email,2023-04-21 10:00:00,Replied,5,102,29,1,9,Negative,0.19,Email
L2651,New,E2651,Demo,2023-04-21 11:00:00,Replied,14,30,23,11,1,Neutral,0.56,Wait
L2652,New,E2652,Email,2023-04-21 12:00:00,No-show,13,88,19,3,2,Positive,0.65,Email
L2653,New,E2653,Call,2023-04-21 13:00:00,Opened,11,107,13,12,1,Negative,0.9,Wait
L2654,Proposal,E2654,Meeting,2023-04-21 14:00:00,No-show,10,104,23,16,0,Negative,0.45,Email
L2655,New,E2655,Demo,2023-04-21 15:00:00,Opened,4,7,23,15,6,Neutral,0.78,Call
L2656,Proposal,E2656,Call,2023-04-21 16:00:00,Opened,3,36,6,8,2,Positive,0.17,Call
L2657,Proposal,E2657,Demo,2023-04-21 17:00:00,No-show,3,38,25,0,6,Negative,0.16,Email
L2658,New,E2658,Email,2023-04-21 18:00:00,Replied,11,80,12,14,6,Neutral,0.52,Email
L2659,Proposal,E2659,Meeting,2023-04-21 19:00:00,Replied,3,52,21,11,7,Positive,0.6,Email
L2660,New,E2660,Email,2023-04-21 20:00:00,Opened,10,15,7,4,0,Positive,0.63,Call
L2661,Qualified,E2661,Meeting,2023-04-21 21:00:00,No-show,12,46,22,17,4,Positive,0.75,Close
L2662,Qualified,E2662,Demo,2023-04-21 22:00:00,Replied,12,23,4,19,9,Positive,0.29,Email
L2663,Qualified,E2663,Demo,2023-04-21 23:00:00,Replied,8,12,11,1,8,Negative,0.62,Close
L2664,Qualified,E2664,Email,2023-04-22 00:00:00,Opened,3,93,12,3,6,Negative,0.19,Email
L2665,Proposal,E2665,Meeting,2023-04-22 01:00:00,Opened,11,44,28,14,0,Positive,0.22,Wait
L2666,New,E2666,Meeting,2023-04-22 02:00:00,No-show,8,112,19,5,7,Neutral,0.07,Call
L2667,New,E2667,Demo,2023-04-22 03:00:00,Opened,12,15,13,11,2,Neutral,0.75,Close
L2668,New,E2668,Email,2023-04-22 04:00:00,Replied,9,93,27,17,3,Positive,0.51,Close
L2669,Qualified,E2669,Meeting,2023-04-22 05:00:00,Replied,5,109,17,19,3,Positive,0.24,Call
L2670,Qualified,E2670,Demo,2023-04-22 06:00:00,Replied,9,107,26,3,9,Neutral,0.56,Close
L2671,New,E2671,Call,2023-04-22 07:00:00,Replied,12,49,23,0,7,Positive,0.35,Email
L2672,Qualified,E2672,Email,2023-04-22 08:00:00,No-show,6,21,24,14,0,Positive,0.84,Close
L2673,New,E2673,Call,2023-04-22 09:00:00,No-show,11,15,19,17,7,Negative,0.53,Email
L2674,New,E2674,Email,2023-04-22 10:00:00,Opened,9,14,3,13,8,Negative,0.03,Close
L2675,New,E2675,Demo,2023-04-22 11:00:00,Opened,2,42,20,2,8,Positive,0.99,Wait
L2676,New,E2676,Meeting,2023-04-22 12:00:00,Opened,7,108,17,14,4,Positive,0.07,Close
L2677,New,E2677,Meeting,2023-04-22 13:00:00,No-show,2,80,6,4,3,Negative,0.7,Close
L2678,New,E2678,Meeting,2023-04-22 14:00:00,Replied,0,15,14,2,3,Positive,0.44,Email
L2679,New,E2679,Email,2023-04-22 15:00:00,Opened,12,106,20,6,8,Negative,0.25,Call
L2680,Qualified,E2680,Demo,2023-04-22 16:00:00,Replied,12,63,5,5,7,Negative,0.68,Wait
L2681,New,E2681,Call,2023-04-22 17:00:00,Opened,9,68,15,0,9,Neutral,0.13,Call
L2682,New,E2682,Demo,2023-04-22 18:00:00,Opened,11,27,19,18,9,Negative,0.86,Email
L2683,Qualified,E2683,Call,2023-04-22 19:00:00,Opened,4,87,23,6,6,Neutral,0.25,Wait
L2684,Qualified,E2684,Email,2023-04-22 20:00:00,Opened,1,93,7,3,2,Neutral,0.36,Close
L2685,Qualified,E2685,Email,2023-04-22 21:00:00,Opened,9,105,27,11,3,Negative,0.63,Call
L2686,New,E2686,Call,2023-04-22 22:00:00,Replied,13,53,20,19,8,Positive,0.0,Call
L2687,Proposal,E2687,Call,2023-04-22 23:00:00,Opened,5,52,15,17,7,Negative,0.47,Call
L2688,Proposal,E2688,Call,2023-04-23 00:00:00,Replied,12,63,27,8,0,Neutral,0.89,Close
L2689,Qualified,E2689,Demo,2023-04-23 01:00:00,No-show,9,73,21,18,2,Negative,0.68,Email
L2690,Proposal,E2690,Call,2023-04-23 02:00:00,Opened,8,53,15,3,9,Negative,0.39,Close
L2691,Qualified,E2691,Email,2023-04-23 03:00:00,Replied,0,57,2,0,1,Neutral,0.66,Close
L2692,New,E2692,Email,2023-04-23 04:00:00,No-show,13,52,16,8,1,Negative,0.94,Email
L2693,Proposal,E2693,Meeting,2023-04-23 05:00:00,No-show,12,107,8,14,7,Negative,0.19,Email
L2694,New,E2694,Call,2023-04-23 06:00:00,No-show,3,43,24,7,5,Neutral,0.53,Close
L2695,Proposal,E2695,Demo,2023-04-23 07:00:00,Replied,14,7,2,14,5,Positive,0.23,Email
L2696,New,E2696,Demo,2023-04-23 08:00:00,Opened,0,117,19,14,3,Neutral,0.85,Call
L2697,Proposal,E2697,Demo,2023-04-23 09:00:00,Opened,0,42,28,17,0,Neutral,0.72,Wait
L2698,New,E2698,Meeting,2023-04-23 10:00:00,Replied,7,4,6,6,6,Negative,0.8,Email
L2699,New,E2699,Email,2023-04-23 11:00:00,Opened,13,69,17,17,7,Neutral,0.94,Wait
L2700,Proposal,E2700,Demo,2023-04-23 12:00:00,Replied,13,5,11,15,1,Negative,0.23,Call
L2701,New,E2701,Email,2023-04-23 13:00:00,Opened,12,75,18,1,1,Negative,0.05,Email
L2702,New,E2702,Meeting,2023-04-23 14:00:00,No-show,13,105,15,3,0,Negative,0.29,Close
L2703,New,E2703,Call,2023-04-23 15:00:00,Opened,10,92,21,19,3,Neutral,0.4,Close
L2704,Proposal,E2704,Call,2023-04-23 16:00:00,Replied,14,80,26,15,5,Neutral,0.63,Call
L2705,Proposal,E2705,Call,2023-04-23 17:00:00,Replied,1,41,23,2,4,Negative,0.8,Email
L2706,New,E2706,Demo,2023-04-23 18:00:00,No-show,0,118,16,1,3,Positive,0.35,Close
L2707,New,E2707,Call,2023-04-23 19:00:00,Replied,10,94,19,2,3,Positive,0.47,Email
L2708,Proposal,E2708,Demo,2023-04-23 20:00:00,Opened,7,4,14,4,9,Neutral,0.79,Wait
L2709,Proposal,E2709,Meeting,2023-04-23 21:00:00,Opened,3,2,0,1,6,Negative,0.23,Close
L2710,New,E2710,Meeting,2023-04-23 22:00:00,No-show,2,110,1,18,6,Negative,0.22,Call
L2711,New,E2711,Demo,2023-04-23 23:00:00,Replied,12,67,7,19,1,Neutral,0.59,Close
L2712,New,E2712,Email,2023-04-24 00:00:00,No-show,11,114,21,1,6,Positive,0.44,Call
L2713,Qualified,E2713,Call,2023-04-24 01:00:00,Opened,3,21,24,1,1,Neutral,0.95,Call
L2714,Proposal,E2714,Call,2023-04-24 02:00:00,No-show,13,70,1,19,3,Neutral,0.36,Wait
L2715,Qualified,E2715,Call,2023-04-24 03:00:00,Replied,10,43,18,17,0,Negative,0.76,Wait
L2716,Proposal,E2716,Demo,2023-04-24 04:00:00,No-show,4,117,8,19,4,Neutral,0.58,Call
L2717,Proposal,E2717,Meeting,2023-04-24 05:00:00,Replied,0,82,8,13,0,Positive,0.05,Close
L2718,Proposal,E2718,Call,2023-04-24 06:00:00,Replied,14,108,12,14,3,Neutral,0.08,Call
L2719,Proposal,E2719,Meeting,2023-04-24 07:00:00,Opened,13,69,5,11,8,Negative,0.2,Email
L2720,Proposal,E2720,Call,2023-04-24 08:00:00,Opened,10,9,29,10,7,Positive,0.14,Email
L2721,Proposal,E2721,Call,2023-04-24 09:00:00,Opened,0,84,14,10,5,Negative,0.33,Close
L2722,Proposal,E2722,Demo,2023-04-24 10:00:00,Replied,2,28,18,6,7,Neutral,0.58,Close
L2723,Qualified,E2723,Email,2023-04-24 11:00:00,No-show,5,26,20,11,4,Neutral,0.6,Wait
L2724,New,E2724,Demo,2023-04-24 12:00:00,Replied,0,82,14,15,6,Neutral,0.59,Email
L2725,New,E2725,Call,2023-04-24 13:00:00,Opened,13,83,17,4,7,Negative,0.12,Call
L2726,Qualified,E2726,Call,2023-04-24 14:00:00,Opened,10,3,6,1,6,Neutral,0.6,Call
L2727,Qualified,E2727,Email,2023-04-24 15:00:00,No-show,11,73,25,15,3,Positive,0.41,Email
L2728,Qualified,E2728,Meeting,2023-04-24 16:00:00,Opened,14,100,10,14,4,Positive,0.9,Email
L2729,Qualified,E2729,Meeting,2023-04-24 17:00:00,Opened,1,95,7,10,9,Negative,0.91,Wait
L2730,Proposal,E2730,Call,2023-04-24 18:00:00,Opened,14,49,5,5,5,Negative,0.77,Email
L2731,New,E2731,Meeting,2023-04-24 19:00:00,No-show,11,17,7,12,5,Negative,0.7,Wait
L2732,Proposal,E2732,Call,2023-04-24 20:00:00,Replied,13,63,1,18,8,Neutral,0.11,Close
L2733,New,E2733,Email,2023-04-24 21:00:00,Opened,6,55,18,9,9,Positive,0.08,Close
L2734,New,E2734,Email,2023-04-24 22:00:00,No-show,13,23,15,18,1,Positive,0.84,Email
L2735,Qualified,E2735,Call,2023-04-24 23:00:00,Opened,13,34,6,4,5,Positive,0.43,Email
L2736,Proposal,E2736,Email,2023-04-25 00:00:00,No-show,0,105,9,6,2,Negative,0.45,Email
L2737,Qualified,E2737,Demo,2023-04-25 01:00:00,Opened,12,105,11,10,1,Negative,0.85,Email
L2738,Proposal,E2738,Demo,2023-04-25 02:00:00,No-show,13,69,16,13,5,Neutral,0.62,Call
L2739,New,E2739,Email,2023-04-25 03:00:00,Opened,14,15,6,15,3,Negative,0.18,Call
L2740,Qualified,E2740,Call,2023-04-25 04:00:00,Replied,6,47,21,17,4,Positive,0.21,Close
L2741,Qualified,E2741,Call,2023-04-25 05:00:00,Opened,14,3,7,3,4,Neutral,0.01,Call
L2742,New,E2742,Email,2023-04-25 06:00:00,No-show,3,83,6,0,2,Negative,0.71,Email
L2743,New,E2743,Meeting,2023-04-25 07:00:00,Opened,9,28,3,14,3,Negative,0.49,Wait
L2744,New,E2744,Demo,2023-04-25 08:00:00,Replied,13,3,2,13,2,Positive,0.95,Close
L2745,Qualified,E2745,Meeting,2023-04-25 09:00:00,Opened,5,102,18,18,6,Neutral,0.71,Email
L2746,Proposal,E2746,Call,2023-04-25 10:00:00,No-show,13,4,14,4,0,Negative,0.1,Call
L2747,Qualified,E2747,Call,2023-04-25 11:00:00,No-show,7,88,3,3,5,Negative,0.16,Wait
L2748,Proposal,E2748,Meeting,2023-04-25 12:00:00,Replied,8,31,24,12,3,Neutral,0.5,Wait
L2749,Qualified,E2749,Email,2023-04-25 13:00:00,No-show,5,45,8,17,0,Neutral,0.92,Call
L2750,Qualified,E2750,Meeting,2023-04-25 14:00:00,Opened,11,59,12,11,0,Negative,0.25,Email
L2751,New,E2751,Meeting,2023-04-25 15:00:00,Opened,10,45,17,14,4,Negative,0.83,Wait
